jogo;data_jogo;idade;cod_equipe;cod_equipe_opont;resultado;diff_pts;minutos;2pts;2pts_at;2pts_pct;3pts;3pts_at;3pts_pct;LL;LL_at;LL_pct;Reb_Of;Reb_Def;Reb_Tot;Ast;Stl;Blk;Turnv;Pts;Game_Score
11;18/11/2008;23-324;8;22;W ;(+24);36;9;20;0.45;1;4;0.25;12;17;0.706;0;8;8;4;0;1;3;31;20.3
12;19/11/2008;23-325;8;11;L ;(-7);40;8;21;0.381;0;4;0;9;10;0.9;1;5;6;6;4;0;3;25;20.1
13;22/11/2008;23-328;8;1;W ;(+14);37;8;19;0.421;1;4;0.25;7;7;1;1;6;7;8;2;0;2;24;20.8
14;25/11/2008;23-331;8;26;W ;(+18);30;7;14;0.5;3;7;0.429;9;11;0.818;0;4;4;1;1;1;1;26;20.8
15;26/11/2008;23-332;8;27;W ;(+35);17;7;12;0.583;0;1;0;0;0;;0;3;3;3;1;3;0;14;14.5
16;28/11/2008;23-334;8;12;W ;(+15);31;9;13;0.692;3;4;0.75;2;4;0.5;1;6;7;8;3;1;2;23;25.7
17;29/11/2008;23-335;8;20;W ;(+12);41;12;27;0.444;1;5;0.2;7;10;0.7;1;6;7;5;2;1;3;32;21.2
18;03/12/2008;23-339;8;26;W ;(+36);28;5;10;0.5;1;4;0.25;10;10;1;0;5;5;6;5;1;0;21;27.4
19;05/12/2008;23-341;8;14;W ;(+24);38;4;12;0.333;0;4;0;3;4;0.75;2;6;8;11;1;3;2;11;15
20;06/12/2008;23-342;8;4;W ;(+20);28;8;17;0.471;2;4;0.5;7;8;0.875;2;3;5;4;2;2;3;25;20.2
21;09/12/2008;23-345;8;35;W ;(+20);30;11;18;0.611;2;5;0.4;7;8;0.875;0;5;5;4;3;0;2;31;27.3
22;10/12/2008;23-346;8;29;W ;(+8);39;10;22;0.455;2;6;0.333;7;8;0.875;2;2;4;5;0;2;1;29;21.5
23;12/12/2008;23-348;8;29;W ;(+16);37;9;21;0.429;1;4;0.25;9;12;0.75;3;4;7;7;1;3;0;28;26.2
24;13/12/2008;23-349;8;1;L ;(-5);46;10;19;0.526;2;7;0.286;11;12;0.917;2;4;6;9;4;1;1;33;35.1
25;17/12/2008;23-353;8;21;W ;(+23);40;14;20;0.7;2;6;0.333;2;4;0.5;0;6;6;3;2;2;0;32;29.7
26;19/12/2008;23-355;8;10;W ;(+17);39;13;20;0.65;0;2;0;7;8;0.875;3;7;10;8;0;0;6;33;26.4
27;21/12/2008;23-357;8;27;W ;(+11);43;14;24;0.583;2;4;0.5;1;2;0.5;2;2;4;7;3;1;3;31;26.6
28;23/12/2008;23-359;8;13;W ;(+9);38;11;23;0.478;0;3;0;5;7;0.714;1;8;9;5;3;1;7;27;17
29;25/12/2008;23-361;8;38;W ;(+4);38;6;13;0.462;0;2;0;6;10;0.6;0;5;5;6;3;1;3;18;15.7
30;28/12/2008;23-364;8;19;W ;(+7);43;12;19;0.632;2;4;0.5;7;12;0.583;0;6;6;9;0;1;2;33;28.9
31;30/12/2008;24-000;8;19;L ;(-9);43;12;24;0.5;3;8;0.375;11;14;0.786;0;2;2;7;0;2;5;38;25.9
32;02/01/2009;24-003;8;6;W ;(+25);37;3;8;0.375;2;3;0.667;8;8;1;1;9;10;11;2;3;5;16;21.4
33;04/01/2009;24-005;8;38;L ;(-3);41;11;22;0.5;3;9;0.333;5;8;0.625;0;6;6;10;1;2;7;30;20.4
34;07/01/2009;24-008;8;4;W ;(+30);31;9;16;0.563;0;1;0;3;3;1;0;4;4;4;2;2;4;21;16.4
35;09/01/2009;24-010;8;2;W ;(+15);36;13;25;0.52;3;7;0.429;9;9;1;1;6;7;6;4;3;3;38;34.7
36;13/01/2009;24-014;8;18;W ;(+15);40;9;15;0.6;1;5;0.2;11;14;0.786;0;11;11;10;3;1;2;30;33.1
37;15/01/2009;24-016;8;6;L ;(-9);44;8;28;0.286;1;6;0.167;11;16;0.688;3;11;14;7;1;1;8;28;12
38;16/01/2009;24-017;8;23;W ;(+14);43;12;24;0.5;0;2;0;5;6;0.833;3;11;14;7;3;1;4;29;25.4
39;19/01/2009;24-020;8;17;L ;(-17);42;9;25;0.36;1;5;0.2;4;8;0.5;2;7;9;4;4;1;6;23;12.1
40;21/01/2009;24-022;8;31;W ;(+6);42;14;30;0.467;3;6;0.5;3;4;0.75;0;7;7;14;1;0;2;34;28.7
41;23/01/2009;24-024;8;12;W ;(+1);41;10;24;0.417;2;5;0.4;10;16;0.625;2;7;9;8;3;2;2;32;27.5
42;24/01/2009;24-025;8;36;W ;(+5);41;14;27;0.519;1;6;0.167;4;6;0.667;4;10;14;9;1;0;2;33;29.6
43;27/01/2009;24-028;8;32;W ;(+7);38;5;10;0.5;0;2;0;13;15;0.867;5;10;15;11;0;3;2;23;31.1
44;29/01/2009;24-030;8;28;L ;(-11);38;10;27;0.37;0;2;0;3;6;0.5;1;7;8;8;1;1;2;23;14.6
45;30/01/2009;24-031;8;16;W ;(+17);37;9;17;0.529;2;4;0.5;5;6;0.833;0;7;7;6;3;1;3;25;22.5
46;01/02/2009;24-033;8;11;W ;(+10);39;12;25;0.48;3;8;0.375;6;11;0.545;4;0;4;8;1;1;5;33;22.2
47;03/02/2009;24-035;8;35;W ;(+18);38;9;20;0.45;2;5;0.4;13;13;1;1;6;7;4;1;2;3;33;26.1
48;04/02/2009;24-036;8;26;W ;(+5);44;17;33;0.515;2;7;0.286;16;19;0.842;0;9;9;11;0;2;3;52;42.9
49;08/02/2009;24-040;8;17;L ;(-10);40;5;20;0.25;2;8;0.25;4;8;0.5;3;5;8;12;0;0;1;16;13
50;10/02/2009;24-042;8;14;L ;(-1);41;15;21;0.714;4;7;0.571;13;14;0.929;0;7;7;4;1;1;7;47;37.1
51;11/02/2009;24-043;8;30;W ;(+17);33;9;18;0.5;1;5;0.2;7;8;0.875;2;4;6;6;2;1;3;26;22.7
52;18/02/2009;24-050;8;35;W ;(+17);33;9;17;0.529;0;3;0;2;2;1;1;8;9;9;1;1;5;20;17.4
53;20/02/2009;24-052;8;20;W ;(+8);40;16;29;0.552;8;11;0.727;15;22;0.682;1;4;5;9;0;0;6;55;39.3
54;22/02/2009;24-054;8;11;W ;(+21);31;6;13;0.462;0;3;0;8;10;0.8;0;5;5;9;2;1;0;20;23
55;24/02/2009;24-056;8;18;W ;(+15);30;4;10;0.4;1;2;0.5;6;8;0.75;0;5;5;8;0;1;2;15;14.2
56;26/02/2009;24-058;8;13;L ;(-19);34;7;21;0.333;2;5;0.4;5;6;0.833;0;1;1;0;1;2;3;21;6.8
57;27/02/2009;24-059;8;33;W ;(+11);32;12;23;0.522;3;6;0.5;3;3;1;4;10;14;4;2;0;1;30;27.5
58;01/03/2009;24-061;8;1;W ;(+1);44;8;20;0.4;2;7;0.286;8;14;0.571;1;5;6;11;1;2;0;26;23.9
59;02/03/2009;24-062;8;19;W ;(+7);44;13;21;0.619;6;7;0.857;10;10;1;1;7;8;4;1;1;6;42;32.2
60;04/03/2009;24-064;8;20;W ;(+18);33;7;11;0.636;4;5;0.8;5;7;0.714;1;7;8;4;1;0;3;23;20.1
61;06/03/2009;24-066;8;2;L ;(-11);38;5;15;0.333;2;5;0.4;9;12;0.75;0;6;6;5;1;0;4;21;13.2
62;07/03/2009;24-067;8;19;W ;(+10);43;5;15;0.333;0;3;0;4;7;0.571;2;8;10;12;1;1;2;14;16.2
63;10/03/2009;24-070;8;16;W ;(+4);44;10;23;0.435;0;6;0;12;16;0.75;4;9;13;11;2;2;4;32;30.1
64;12/03/2009;24-072;8;30;W ;(+8);43;10;24;0.417;3;8;0.375;11;13;0.846;6;4;10;13;3;3;3;34;37
65;13/03/2009;24-073;8;32;W ;(+3);47;16;30;0.533;4;11;0.364;15;17;0.882;0;4;4;9;2;3;3;51;43.4
66;15/03/2009;24-075;8;26;W ;(+5);40;9;17;0.529;0;3;0;1;3;0.333;1;7;8;10;4;3;3;19;22.4
67;17/03/2009;24-077;8;28;W ;(+4);43;15;27;0.556;4;7;0.571;9;10;0.9;2;10;12;8;4;1;6;43;38
68;19/03/2009;24-079;8;31;W ;(+5);47;10;22;0.455;0;3;0;6;11;0.545;0;11;11;10;1;2;0;26;23.7
69;21/03/2009;24-081;8;1;W ;(+6);40;9;21;0.429;1;4;0.25;3;5;0.6;1;6;7;5;3;1;2;22;17
70;22/03/2009;24-082;8;22;W ;(+8);39;9;17;0.529;1;4;0.25;11;15;0.733;2;9;11;8;1;0;1;30;29.8
71;25/03/2009;24-085;8;22;W ;(+11);39;7;14;0.5;1;1;1;7;7;1;1;7;8;11;1;0;1;22;25.5
72;27/03/2009;24-087;8;21;W ;(+22);34;8;14;0.571;2;3;0.667;7;10;0.7;2;10;12;7;0;0;5;25;21.5
73;29/03/2009;24-089;8;9;W ;(+28);31;9;22;0.409;2;4;0.5;4;5;0.8;1;5;6;12;1;2;0;24;24.8
74;31/03/2009;24-091;8;11;W ;(+6);41;9;24;0.375;0;2;0;7;8;0.875;1;11;12;3;3;1;1;25;20.2
75;02/04/2009;24-093;8;38;L ;(-8);38;11;18;0.611;4;8;0.5;5;7;0.714;1;8;9;6;0;0;6;31;22.9
76;03/04/2009;24-094;8;28;L ;(-29);32;7;20;0.35;2;5;0.4;10;10;1;1;8;9;5;1;0;2;26;20
77;05/04/2009;24-096;8;33;W ;(+20);37;14;21;0.667;2;5;0.4;8;8;1;0;7;7;6;1;0;2;38;33.8
78;08/04/2009;24-099;8;38;W ;(+12);31;7;15;0.467;0;2;0;7;8;0.875;0;6;6;7;3;0;2;21;20.2
79;10/04/2009;24-101;8;29;W ;(+10);37;8;17;0.471;1;4;0.25;10;12;0.833;0;2;2;10;0;1;1;27;23.2
80;12/04/2009;24-103;8;2;W ;(+31);30;9;14;0.643;5;8;0.625;6;6;1;0;4;4;7;1;1;5;29;25.2
81;13/04/2009;24-104;8;14;W ;(+8);39;12;23;0.522;2;7;0.286;11;14;0.786;0;5;5;5;1;0;5;37;25.1
1;27/10/2009;24-301;8;2;L ;(-6);45;12;22;0.545;4;9;0.444;10;13;0.769;0;4;4;8;2;4;5;38;31.2
2;28/10/2009;24-302;8;35;L ;(-10);40;7;19;0.368;1;5;0.2;8;14;0.571;2;9;11;12;2;0;4;23;20.2
3;30/10/2009;24-304;8;21;W ;(+17);33;10;18;0.556;2;3;0.667;2;3;0.667;2;7;9;6;1;1;2;24;22
4;31/10/2009;24-305;8;4;W ;(+11);37;5;11;0.455;0;1;0;4;6;0.667;1;6;7;9;0;0;4;14;11.9
5;03/11/2009;24-308;8;38;W ;(+12);36;7;16;0.438;2;7;0.286;11;13;0.846;3;5;8;6;3;0;4;27;24.6
6;05/11/2009;24-310;8;6;L ;(-1);38;9;17;0.529;1;4;0.25;6;9;0.667;0;7;7;6;1;1;3;25;20.5
7;06/11/2009;24-311;8;26;W ;(+9);36;12;17;0.706;2;4;0.5;7;9;0.778;0;8;8;9;3;0;7;33;28.6
8;11/11/2009;24-316;8;28;W ;(+9);39;13;23;0.565;2;3;0.667;8;9;0.889;2;6;8;4;1;0;4;36;26.9
9;12/11/2009;24-317;8;19;W ;(+7);39;8;20;0.4;2;4;0.5;16;18;0.889;1;3;4;7;2;1;2;34;28.8
10;14/11/2009;24-319;8;36;W ;(+4);38;6;15;0.4;0;3;0;9;12;0.75;0;6;6;9;2;1;2;21;20.1
11;17/11/2009;24-322;8;12;W ;(+6);39;11;19;0.579;1;5;0.2;8;10;0.8;0;5;5;12;1;2;2;31;30.8
12;18/11/2009;24-323;8;38;L ;(-17);35;12;20;0.6;3;7;0.429;7;8;0.875;0;2;2;9;2;0;6;34;25.7
13;20/11/2009;24-325;8;14;W ;(+10);38;13;25;0.52;1;3;0.333;13;14;0.929;2;7;9;7;1;1;2;40;35
14;21/11/2009;24-326;8;29;W ;(+6);39;13;20;0.65;2;4;0.5;4;6;0.667;0;7;7;9;0;0;5;32;24.6
15;25/11/2009;24-330;8;11;W ;(+10);39;12;24;0.5;1;4;0.25;9;11;0.818;1;7;8;7;1;0;5;34;24.1
16;27/11/2009;24-332;8;4;L ;(-7);38;10;19;0.526;2;7;0.286;3;4;0.75;0;6;6;4;0;0;6;25;12.3
17;28/11/2009;24-333;8;9;W ;(+16);36;10;20;0.5;0;2;0;5;7;0.714;0;5;5;12;0;0;1;25;22.3
18;02/12/2009;24-337;8;30;W ;(+17);35;6;15;0.4;0;3;0;0;0;;1;7;8;10;1;1;3;12;12.4
19;04/12/2009;24-339;8;6;W ;(+14);34;8;17;0.471;1;3;0.333;6;10;0.6;0;6;6;11;0;0;1;23;20.8
20;06/12/2009;24-341;8;20;W ;(+15);32;4;10;0.4;0;0;;6;7;0.857;1;4;5;10;1;1;5;14;13
21;08/12/2009;24-343;8;18;L ;(-2);45;14;29;0.483;4;11;0.364;11;12;0.917;4;9;13;6;0;1;5;43;32.5
22;09/12/2009;24-344;8;13;L ;(-10);40;8;21;0.381;2;4;0.5;9;10;0.9;1;5;6;7;1;1;5;27;18.1
23;11/12/2009;24-346;8;31;W ;(+5);38;14;24;0.583;1;2;0.5;4;6;0.667;1;6;7;7;1;2;4;33;26.4
24;13/12/2009;24-348;8;27;W ;(+13);39;16;29;0.552;5;8;0.625;7;10;0.7;0;7;7;6;4;1;1;44;38.5
25;15/12/2009;24-350;8;22;W ;(+10);40;9;19;0.474;1;5;0.2;4;6;0.667;1;5;6;7;2;0;6;23;14.4
26;16/12/2009;24-351;8;29;W ;(+7);40;12;26;0.462;3;6;0.5;9;11;0.818;1;5;6;7;3;1;3;36;28.8
27;18/12/2009;24-353;8;20;W ;(+3);38;6;13;0.462;2;4;0.5;12;14;0.857;1;9;10;8;0;3;6;26;23.2
28;20/12/2009;24-355;8;9;L ;(-7);43;9;23;0.391;2;6;0.333;5;7;0.714;0;3;3;6;2;2;2;25;17
29;21/12/2009;24-356;8;30;W ;(+18);38;11;21;0.524;1;3;0.333;6;6;1;1;5;6;4;2;0;3;29;21.5
30;23/12/2009;24-358;8;32;W ;(+13);44;14;30;0.467;1;4;0.25;5;7;0.714;4;12;16;10;0;0;2;34;28.8
31;25/12/2009;24-360;8;17;W ;(+15);41;9;19;0.474;2;7;0.286;6;11;0.545;0;4;4;9;2;1;7;26;16.3
32;27/12/2009;24-362;8;13;W ;(+25);29;12;20;0.6;2;5;0.4;3;4;0.75;2;3;5;6;3;1;1;29;28.6
33;29/12/2009;24-364;8;1;W ;(+11);40;6;20;0.3;0;5;0;2;3;0.667;1;7;8;10;5;1;4;14;12.7
34;30/12/2009;25-000;8;1;W ;(+5);43;15;23;0.652;4;6;0.667;14;16;0.875;3;7;10;6;2;2;3;48;44.7
35;02/01/2010;25-003;8;22;W ;(+8);36;7;16;0.438;1;4;0.25;13;15;0.867;1;8;9;7;1;2;1;28;28.2
36;03/01/2010;25-004;8;4;L ;(-3);43;13;21;0.619;2;6;0.333;1;2;0.5;0;7;7;6;1;1;1;29;24.9
37;06/01/2010;25-007;8;38;W ;(+23);31;7;12;0.583;1;4;0.25;8;11;0.727;2;5;7;8;1;2;1;23;26.1
38;08/01/2010;25-009;8;10;L ;(-2);41;12;28;0.429;2;8;0.25;9;13;0.692;2;4;6;7;1;0;8;35;18.7
39;10/01/2010;25-011;8;31;W ;(+12);45;13;19;0.684;3;4;0.75;12;14;0.857;0;10;10;8;0;1;3;41;38
40;11/01/2010;25-012;8;12;W ;(+3);42;12;23;0.522;1;4;0.25;12;14;0.857;1;7;8;11;2;4;2;37;37.8
41;14/01/2010;25-015;8;36;L ;(-1);40;12;20;0.6;4;6;0.667;8;12;0.667;1;8;9;6;5;1;5;36;32.8
42;16/01/2010;25-017;8;16;W ;(+1);39;12;20;0.6;3;6;0.5;5;7;0.714;2;2;4;4;2;1;5;32;23.3
43;19/01/2010;25-020;8;35;W ;(+8);41;8;18;0.444;0;7;0;12;14;0.857;0;9;9;11;3;3;3;28;29.9
44;21/01/2010;25-022;8;17;W ;(+6);40;13;25;0.52;1;9;0.111;10;13;0.769;0;5;5;9;2;1;4;37;28.8
45;23/01/2010;25-024;8;27;W ;(+1);43;9;19;0.474;6;10;0.6;13;19;0.684;0;9;9;12;1;1;6;37;30.9
46;25/01/2010;25-026;8;19;W ;(+1);39;9;23;0.391;2;9;0.222;12;17;0.706;0;9;9;4;1;0;4;32;18.8
47;27/01/2010;25-028;8;21;W ;(+14);31;3;8;0.375;1;3;0.333;5;6;0.833;0;6;6;11;1;1;3;12;15
48;29/01/2010;25-030;8;14;W ;(+21);36;6;18;0.333;0;4;0;10;17;0.588;0;9;9;13;2;4;5;22;19.8
49;31/01/2010;25-032;8;16;W ;(+25);40;10;20;0.5;5;6;0.833;7;8;0.875;1;2;3;11;1;0;1;32;30.2
50;02/02/2010;25-034;8;18;W ;(+16);37;7;14;0.5;1;4;0.25;7;7;1;1;5;6;15;1;1;4;22;24.6
51;04/02/2010;25-036;8;19;W ;(+16);40;9;16;0.563;1;4;0.25;17;21;0.81;2;5;7;8;2;0;4;36;32.9
52;06/02/2010;25-038;8;26;W ;(+7);44;17;31;0.548;6;12;0.5;7;7;1;1;7;8;8;5;0;5;47;39.7
53;09/02/2010;25-041;8;22;W ;(+7);42;13;21;0.619;1;4;0.25;5;9;0.556;0;3;3;11;1;0;3;32;27.5
54;11/02/2010;25-043;8;28;W ;(+9);45;10;21;0.476;2;6;0.333;10;12;0.833;1;7;8;13;2;0;3;32;30.6
55;18/02/2010;25-050;8;10;L ;(-2);47;15;33;0.455;1;9;0.111;12;17;0.706;1;12;13;15;2;4;3;43;40.1
56;19/02/2010;25-051;8;4;L ;(-17);36;6;14;0.429;2;6;0.333;8;10;0.8;1;2;3;9;4;0;2;22;22.6
57;21/02/2010;25-053;8;28;L ;(-6);39;12;25;0.48;1;6;0.167;8;12;0.667;0;9;9;6;2;1;5;33;23.3
58;23/02/2010;25-055;8;23;W ;(+10);44;7;16;0.438;2;6;0.333;4;4;1;1;4;5;13;2;0;0;20;24.6
59;25/02/2010;25-057;8;2;W ;(+20);36;11;23;0.478;3;6;0.5;11;15;0.733;1;6;7;9;0;0;2;36;28.7
60;26/02/2010;25-058;8;35;W ;(+8);44;10;17;0.588;1;4;0.25;15;16;0.938;0;6;6;9;2;0;1;36;36
61;01/03/2010;25-061;8;26;W ;(+31);31;9;17;0.529;1;4;0.25;3;5;0.6;0;7;7;7;2;2;3;22;20.3
62;03/03/2010;25-063;8;22;W ;(+19);41;10;18;0.556;0;4;0;6;7;0.857;2;5;7;14;3;1;3;26;30
63;05/03/2010;25-065;8;11;W ;(+7);42;16;27;0.593;3;7;0.429;5;6;0.833;2;11;13;6;3;2;4;40;36
64;12/03/2010;25-072;8;29;W ;(+5);42;7;18;0.389;3;10;0.3;6;12;0.5;0;6;6;10;1;3;1;23;20.9
65;14/03/2010;25-074;8;2;W ;(+11);39;9;21;0.429;1;3;0.333;11;16;0.688;3;5;8;7;2;3;2;30;26.7
66;16/03/2010;25-076;8;11;W ;(+12);43;10;22;0.455;1;3;0.333;8;11;0.727;2;10;12;12;1;1;4;29;26.9
67;17/03/2010;25-077;8;14;W ;(+5);39;11;24;0.458;2;4;0.5;8;10;0.8;1;8;9;9;3;2;6;32;25.8
68;19/03/2010;25-079;8;6;W ;(+7);38;9;21;0.429;0;3;0;11;12;0.917;1;10;11;7;2;2;5;29;24.1
69;21/03/2010;25-081;8;11;W ;(+25);31;5;9;0.556;2;3;0.667;3;3;1;0;3;3;7;0;1;0;15;17.2
70;24/03/2010;25-084;8;23;W ;(+13);41;15;22;0.682;1;5;0.2;7;8;0.875;2;4;6;9;1;0;3;38;34.3
71;26/03/2010;25-086;8;33;L ;(-5);39;11;21;0.524;1;6;0.167;4;7;0.571;0;5;5;10;2;0;5;27;20.2
72;28/03/2010;25-088;8;32;W ;(+7);39;13;22;0.591;3;6;0.5;5;6;0.833;1;6;7;8;3;0;3;34;30.7
73;31/03/2010;25-091;8;20;W ;(+3);39;7;17;0.412;0;1;0;9;13;0.692;1;8;9;7;1;1;4;23;17.2
74;02/04/2010;25-093;8;1;W ;(+5);38;11;20;0.55;1;3;0.333;4;7;0.571;0;13;13;6;2;0;2;27;23.9
75;04/04/2010;25-095;8;2;L ;(-4);45;14;31;0.452;0;9;0;14;22;0.636;1;6;7;9;1;1;3;42;30.2
76;06/04/2010;25-097;8;35;W ;(+12);36;5;13;0.385;0;2;0;9;10;0.9;0;6;6;13;0;1;4;19;18.7
1;26/10/2010;25-300;19;2;L ;(-8);43;10;21;0.476;3;6;0.5;8;12;0.667;0;4;4;3;1;2;8;31;16
2;27/10/2010;25-301;19;29;W ;(+10);38;5;12;0.417;0;2;0;6;6;1;0;6;6;7;2;1;9;16;9.6
3;29/10/2010;25-303;19;28;W ;(+26);30;6;13;0.462;2;3;0.667;1;2;0.5;0;6;6;7;0;0;3;15;10
4;31/10/2010;25-305;19;22;W ;(+23);29;5;12;0.417;0;4;0;10;12;0.833;0;7;7;7;2;0;5;20;15.6
5;02/11/2010;25-307;19;21;W ;(+32);32;7;12;0.583;0;2;0;6;8;0.75;0;0;0;12;2;1;1;20;23.7
6;05/11/2010;25-310;19;23;L ;(-3);41;6;16;0.375;1;2;0.5;7;8;0.875;0;7;7;10;3;1;3;20;20.6
7;06/11/2010;25-311;19;22;W ;(+12);34;9;16;0.563;2;4;0.5;3;5;0.6;0;3;3;9;2;0;4;23;19.4
8;09/11/2010;25-314;19;36;L ;(-2);47;5;18;0.278;0;1;0;10;11;0.909;2;9;11;14;1;3;2;20;22.8
9;11/11/2010;25-316;19;2;L ;(-5);44;9;21;0.429;0;5;0;17;22;0.773;0;10;10;9;3;0;4;35;29
10;13/11/2010;25-318;19;35;W ;(+9);39;8;21;0.381;0;1;0;7;11;0.636;1;1;2;11;2;0;3;23;17.6
11;17/11/2010;25-322;19;30;W ;(+27);23;9;15;0.6;0;2;0;2;3;0.667;3;5;8;9;3;0;3;20;20.6
12;19/11/2010;25-324;19;4;W ;(+8);39;12;25;0.48;2;5;0.4;6;7;0.857;0;2;2;5;2;0;4;32;20.6
13;20/11/2010;25-325;19;18;L ;(-2);42;11;23;0.478;2;4;0.5;5;6;0.833;0;3;3;11;1;0;4;29;21.7
14;22/11/2010;25-327;19;14;L ;(-16);42;6;14;0.429;2;8;0.25;11;15;0.733;0;5;5;6;1;0;6;25;15.5
15;24/11/2010;25-329;19;28;L ;(-9);41;9;18;0.5;1;3;0.333;6;8;0.75;1;5;6;4;1;0;3;25;17
16;26/11/2010;25-331;19;29;W ;(+9);41;5;15;0.333;1;5;0.2;9;11;0.818;1;7;8;6;2;1;2;20;18
17;27/11/2010;25-332;19;9;L ;(-11);36;5;19;0.263;0;4;0;13;15;0.867;2;6;8;4;1;0;5;23;11.7
18;29/11/2010;25-334;19;38;W ;(+11);38;10;18;0.556;1;1;1;9;11;0.818;1;5;6;5;1;1;7;30;19.8
19;01/12/2010;25-336;19;11;W ;(+25);31;8;15;0.533;1;1;1;1;2;0.5;2;4;6;3;1;0;4;18;12
20;02/12/2010;25-337;19;8;W ;(+28);30;15;25;0.6;2;7;0.286;6;9;0.667;0;5;5;8;1;1;0;38;33.7
21;04/12/2010;25-339;19;1;W ;(+12);37;5;11;0.455;1;1;1;11;13;0.846;0;7;7;4;1;1;2;22;19.7
22;06/12/2010;25-341;19;20;W ;(+10);39;7;16;0.438;1;3;0.333;2;4;0.5;0;6;6;6;1;1;1;17;12.5
23;08/12/2010;25-343;19;36;W ;(+13);39;12;20;0.6;3;5;0.6;6;7;0.857;1;6;7;9;0;0;2;33;28.6
24;10/12/2010;25-345;19;12;W ;(+22);31;10;18;0.556;3;4;0.75;2;3;0.667;0;7;7;9;1;1;4;25;21.7
25;11/12/2010;25-346;19;32;W ;(+21);35;10;19;0.526;2;3;0.667;3;5;0.6;1;9;10;3;2;0;3;25;19
26;13/12/2010;25-348;19;23;W ;(+12);40;6;16;0.375;0;3;0;8;10;0.8;1;3;4;7;0;0;5;20;11.1
27;15/12/2010;25-350;19;8;W ;(+6);39;5;15;0.333;0;4;0;11;18;0.611;2;11;13;5;1;0;4;21;14.5
28;17/12/2010;25-352;19;26;W ;(+22);38;14;23;0.609;3;6;0.5;1;3;0.333;1;10;11;10;1;0;5;32;27
29;18/12/2010;25-353;19;38;W ;(+1);41;9;19;0.474;3;7;0.429;11;12;0.917;1;6;7;6;1;0;4;32;24.4
30;20/12/2010;25-355;19;9;L ;(-2);36;6;17;0.353;2;4;0.5;5;7;0.714;3;7;10;7;0;0;5;19;11.2
31;23/12/2010;25-358;19;30;W ;(+12);37;13;22;0.591;2;5;0.4;8;8;1;1;5;6;4;3;0;5;36;26.8
32;25/12/2010;25-360;19;17;W ;(+16);38;8;14;0.571;5;6;0.833;6;6;1;1;10;11;10;4;0;1;27;33.3
33;28/12/2010;25-363;19;26;W ;(+8);40;8;17;0.471;1;2;0.5;1;3;0.333;0;10;10;8;0;0;3;18;12.9
34;29/12/2010;25-364;19;13;W ;(+6);39;8;15;0.533;0;4;0;4;4;1;0;6;6;9;1;0;3;20;17.6
35;01/01/2011;26-002;19;12;W ;(+7);42;7;15;0.467;0;3;0;11;17;0.647;2;5;7;10;1;1;3;25;23.1
36;03/01/2011;26-004;19;4;W ;(+14);37;15;26;0.577;2;4;0.5;6;6;1;0;9;9;5;1;0;3;38;28.8
37;04/01/2011;26-005;19;20;W ;(+12);37;8;15;0.533;0;0;;9;11;0.818;1;5;6;9;0;2;2;25;24
38;07/01/2011;26-008;19;20;W ;(+6);45;8;23;0.348;1;4;0.25;9;11;0.818;1;9;10;5;6;1;5;26;20.1
39;09/01/2011;26-010;19;31;W ;(+7);46;17;26;0.654;3;5;0.6;7;10;0.7;3;10;13;6;2;0;6;44;35.1
40;12/01/2011;26-013;19;16;L ;(-6);40;11;24;0.458;3;6;0.5;2;5;0.4;2;6;8;6;0;0;3;27;17.4
41;18/01/2011;26-019;19;1;L ;(-4);44;11;30;0.367;2;10;0.2;10;11;0.909;2;8;10;7;2;0;6;34;20.5
42;22/01/2011;26-023;19;35;W ;(+17);38;14;29;0.483;1;3;0.333;9;14;0.643;1;10;11;6;2;1;1;38;30.1
43;27/01/2011;26-028;19;26;L ;(-5);43;7;24;0.292;0;2;0;10;12;0.833;2;9;11;5;2;2;4;24;15
44;28/01/2011;26-029;19;11;W ;(+1);44;15;25;0.6;2;4;0.5;7;10;0.7;0;8;8;9;1;2;3;39;34
45;30/01/2011;26-031;19;27;W ;(+5);40;7;14;0.5;2;5;0.4;7;11;0.636;0;4;4;13;4;3;4;23;25.6
46;31/01/2011;26-032;19;8;W ;(+27);31;7;14;0.5;0;0;;10;11;0.909;1;3;4;8;0;2;2;24;22.8
47;03/02/2011;26-035;19;28;W ;(+4);43;17;25;0.68;3;5;0.6;14;17;0.824;2;9;11;8;1;1;3;51;46.7
48;04/02/2011;26-036;19;4;W ;(+12);37;7;13;0.538;0;3;0;5;6;0.833;1;7;8;9;0;0;3;19;17.2
49;06/02/2011;26-038;19;16;W ;(+18);36;6;15;0.4;0;2;0;0;2;0;1;5;6;4;4;0;6;12;5.3
50;08/02/2011;26-040;19;14;W ;(+5);42;15;23;0.652;2;5;0.4;9;13;0.692;3;10;13;8;3;1;4;41;39.3
51;11/02/2011;26-043;19;11;W ;(+14);35;7;17;0.412;0;2;0;2;3;0.667;0;8;8;10;4;0;3;16;16.9
52;13/02/2011;26-045;19;2;L ;(-3);43;10;21;0.476;0;2;0;2;3;0.667;1;6;7;7;1;0;4;22;14.5
53;15/02/2011;26-047;19;14;W ;(+7);41;11;20;0.55;1;3;0.333;4;6;0.667;1;5;6;5;2;2;5;27;20.3
54;16/02/2011;26-048;19;35;W ;(+8);38;8;18;0.444;0;2;0;7;10;0.7;3;10;13;8;0;0;5;23;17.7
